"canonical_exercise_id","exact_app_display_name","source_collections","primary_collection","primary_category","body_region","position","equipment","motion_format","requires_clinical_or_rule_review","existing_demo_status","asset_status","asset_filename","notes"
"library-stability-ball-hamstring-curl","Stability-ball hamstring curl","strength-library","strength-library","Legs","Legs","Supine","plyo-ball","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-stability-ball-hamstring-curl.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-stability-ball-wall-squat","Stability-ball wall squat","strength-library","strength-library","Legs","Legs","Standing","plyo-ball","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-stability-ball-wall-squat.png","Final 640 × 960 PNG individually visually inspected for exact exercise title, anatomy, equipment, movement phases, margins and legibility. Supplemental illustration; existing demo and prescription remain authoritative."
"library-stability-ball-crunch","Stability-ball crunch","strength-library","strength-library","Core","Core","Supine","plyo-ball","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-stability-ball-crunch.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-stability-ball-stir-the-pot","Stability-ball stir the pot","strength-library","strength-library","Core","Core","Prone support","plyo-ball","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-stability-ball-stir-the-pot.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-stability-ball-plank","Stability-ball plank","strength-library","strength-library","Core","Core","Prone support","plyo-ball","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-stability-ball-plank.png","Final 640 × 960 PNG visually inspected: title, two panels, anatomy, equipment and movement checked. Dead-bug opposite-limb correction reviewed where applicable."
"library-stability-ball-dead-bug","Stability-ball dead bug","strength-library","strength-library","Core","Core","Supine","plyo-ball","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-stability-ball-dead-bug.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-chest-dip","Chest dip","strength-library","strength-library","Chest","Chest","Supported upright","dip-bars","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-chest-dip.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-lying-floor-leg-raise","Lying floor leg raise","strength-library","strength-library","Core","Core","Supine","","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-lying-floor-leg-raise.png","Final 640 × 960 PNG individually visually inspected for exact exercise title, anatomy, equipment, movement phases, margins and legibility. Supplemental illustration; existing demo and prescription remain authoritative."
"library-superman","Superman","strength-library","strength-library","Core","Back","Prone","","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-superman.png","Final 640 × 960 PNG visually inspected: title, two panels, anatomy, equipment and movement checked. Dead-bug opposite-limb correction reviewed where applicable."
"library-side-plank","Side plank","strength-library","strength-library","Core","Core","Side lying","","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-side-plank.png","Final 640 × 960 PNG individually visually inspected for exact exercise title, anatomy, equipment, movement phases, margins and legibility. Supplemental illustration; existing demo and prescription remain authoritative."
"library-dead-bug","Dead bug","strength-library","strength-library","Core","Core","Supine","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-dead-bug.png","Final 640 × 960 PNG visually inspected: title, two panels, anatomy, equipment and movement checked. Dead-bug opposite-limb correction reviewed where applicable."
"library-band-pull-apart","Band pull-apart","strength-library","strength-library","Shoulders","Shoulders","Standing","rehab-bands","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-band-pull-apart.png","Final 640 × 960 PNG individually visually inspected for exact exercise title, anatomy, equipment, movement phases, margins and legibility. Supplemental illustration; existing demo and prescription remain authoritative."
"library-seated-band-ankle-eversion","Seated band ankle eversion","strength-library","strength-library","Calf & ankle","Ankle","Seated","rehab-bands","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-seated-band-ankle-eversion.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-seated-band-ankle-inversion","Seated band ankle inversion","strength-library","strength-library","Calf & ankle","Ankle","Seated","rehab-bands","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-seated-band-ankle-inversion.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-seated-band-knee-extension","Seated band knee extension","strength-library","strength-library","Legs","Legs","Seated","rehab-bands","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-seated-band-knee-extension.png","Final 640 × 960 PNG visually inspected: title, phase labels, anatomy, equipment and distinct movement positions reviewed."
"library-supine-band-clam","Supine band clam","strength-library","strength-library","Legs","Hips","Supine","rehab-bands","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-supine-band-clam.png","Normalized 640 × 960 PNG visually inspected for exact title, phase labels, anatomy, equipment, composition and enlarged readability. Representation follows the user-approved diverse fictional model brief; supplemental illustration only."
"library-single-leg-foam-pad-balance","Single-leg foam-pad balance","strength-library","strength-library","Balance","Balance","Standing","balance-pad","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-single-leg-foam-pad-balance.png","Final 640 × 960 PNG visually inspected: title, two panels, anatomy, equipment and movement checked. Dead-bug opposite-limb correction reviewed where applicable."
"library-foam-pad-balance-with-head-turns","Foam-pad balance with head turns","strength-library","strength-library","Balance","Balance","Standing","balance-pad","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-foam-pad-balance-with-head-turns.png","Final 640 × 960 PNG visually inspected: title, phase labels, anatomy, equipment and distinct movement positions reviewed."
"library-bosu-tall-plank","BOSU tall plank","strength-library","strength-library","Core","Core","Prone support","bosu-ball","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-bosu-tall-plank.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-bosu-tall-plank-circles","BOSU tall-plank circles","strength-library","strength-library","Core","Core","Prone support","bosu-ball","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-bosu-tall-plank-circles.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-barbell-bench-press","Barbell bench press","strength-library","strength-library","Chest","Chest","Supine","olympic-barbell;smith-machine;weight-plates;adjustable-bench","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-barbell-bench-press.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-barbell-back-squat","Barbell back squat","strength-library","strength-library","Legs","Legs","Standing","olympic-barbell;smith-machine;weight-plates","concentric_eccentric","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-barbell-back-squat.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-stationary-cycling","Stationary cycling","strength-library","strength-library","Conditioning","Conditioning","Seated","exercise-bike","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-stationary-cycling.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"library-treadmill-walking","Treadmill walking","strength-library","strength-library","Conditioning","Conditioning","Standing","incline-treadmill","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/strength-library/library-treadmill-walking.png","Final 640 × 960 PNG visually inspected: title, phase labels, anatomy, equipment and distinct movement positions reviewed."
"diaphragmatic-breathing-with-brace","Diaphragmatic breathing with brace","movement-library","movement-library","mobility","Whole body","Floor","","setup_hold","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/diaphragmatic-breathing-with-brace.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"ankle-circles","Ankle circles","movement-library","movement-library","mobility","Calf & ankle","Seated","","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/ankle-circles.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"90-90-hip-switches","90/90 hip switches","movement-library","movement-library","mobility","Hips","Seated","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/90-90-hip-switches.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"open-book-thoracic-rotation","Open-book thoracic rotation","movement-library","movement-library","mobility","Whole body","Floor","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/open-book-thoracic-rotation.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"wall-slides","Wall slides","movement-library","movement-library","mobility","Shoulders","Standing","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/wall-slides.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"seated-thoracic-extension-over-chair-back","Seated thoracic extension over chair back","movement-library","movement-library","mobility","Whole body","Seated","","setup_hold","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/seated-thoracic-extension-over-chair-back.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"half-kneeling-hip-flexor-stretch","Half-kneeling hip-flexor stretch","movement-library","movement-library","mobility","Whole body","Kneeling","","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/half-kneeling-hip-flexor-stretch.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"band-pull-aparts","Band pull-aparts","movement-library","movement-library","mobility","Whole body","Standing","rehab-bands","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/band-pull-aparts.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"chin-tucks","Chin tucks","movement-library","movement-library","mobility","Whole body","Floor","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/chin-tucks.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"knee-to-wall-dorsiflexion-mobility","Knee-to-wall dorsiflexion mobility","movement-library","movement-library","mobility","Ankle","Standing","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/knee-to-wall-dorsiflexion-mobility.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"adductor-rock-back","Adductor rock-back","movement-library","movement-library","mobility","Whole body","Quadruped","","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/adductor-rock-back.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"pelvic-tilts","Pelvic tilts","movement-library","movement-library","mobility","Whole body","Floor","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/pelvic-tilts.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"glute-bridge-with-reach","Glute bridge with reach","movement-library","movement-library","mobility","Lower leg & hips","Floor","","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/glute-bridge-with-reach.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"banded-lateral-walk","Banded lateral walk","movement-library","movement-library","mobility","Lower leg & hips","Standing","rehab-bands","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/banded-lateral-walk.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"supported-hip-airplane","Supported hip airplane","movement-library","movement-library","mobility","Hips","Standing hinge","","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/supported-hip-airplane.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"box-squat-pattern","Box squat pattern","movement-library","movement-library","mobility","Lower leg & hips","Standing","","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/box-squat-pattern.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"90-90-breathing","90/90 breathing","movement-library","movement-library","core_stability","Trunk","Floor","","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/90-90-breathing.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"dead-bug","Dead bug","movement-library","movement-library","core_stability","Whole body","Floor","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/dead-bug.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"seated-core-march","Seated core march","movement-library","movement-library","core_stability","Trunk","Seated","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/seated-core-march.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"seated-pallof-hold","Seated Pallof hold","movement-library","movement-library","core_stability","Trunk","Seated","cable-station","setup_hold","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/seated-pallof-hold.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"side-plank-from-knees","Side plank from knees","movement-library","movement-library","core_stability","Core","Floor","","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/side-plank-from-knees.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"standing-pallof-press","Standing Pallof press","movement-library","movement-library","core_stability","Whole body","Standing","cable-station","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/standing-pallof-press.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"cable-anti-rotation-walkout","Cable anti-rotation walkout","movement-library","movement-library","core_stability","Trunk","Standing","cable-station","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/cable-anti-rotation-walkout.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"supported-single-arm-cable-press-with-brace","Supported single-arm cable press with brace","movement-library","movement-library","core_stability","Trunk","Standing","cable-station","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/supported-single-arm-cable-press-with-brace.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"suitcase-carry","Suitcase carry","movement-library","movement-library","core_stability","Core","Standing","dumbbells","setup_walk","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/suitcase-carry.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"supported-single-leg-stance","Supported single-leg stance","movement-library","movement-library","balance_movement_control","Lower leg & hips","Standing","","setup_hold","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/supported-single-leg-stance.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"cat-cow","Cat-cow","movement-library","movement-library","recovery_practice","Trunk","Quadruped","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/cat-cow.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"supported-weight-shifts","Supported weight shifts","movement-library","movement-library","balance_movement_control","Lower leg & hips","Standing","","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/supported-weight-shifts.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"tandem-stance","Tandem stance","movement-library","movement-library","balance_movement_control","Balance","Standing","","setup_hold","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/tandem-stance.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"star-reach","Star reach","movement-library","movement-library","balance_movement_control","Lower leg & hips","Standing","","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/star-reach.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"controlled-step-down","Controlled step-down","movement-library","movement-library","balance_movement_control","Legs","Standing","","start_end","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/controlled-step-down.png","Final batch: individually generated with the built-in image tool and visually reviewed for title, anatomy, distinct phases and equipment continuity. Existing setup, restrictions and Short Demo remain authoritative."
"diaphragmatic-breathing","Diaphragmatic breathing","movement-library","movement-library","recovery_practice","Whole body","Floor","","setup_hold","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/diaphragmatic-breathing.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"figure-four-glute-stretch","Figure-four glute stretch","movement-library","movement-library","recovery_practice","Whole body","Floor","","setup_hold","Existing restrictions remain authoritative","no_external_reference","generated","/assets/exercises/movement-library/figure-four-glute-stretch.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
"open-book-rotation","Open-book rotation","movement-library","movement-library","recovery_practice","Whole body","Floor","","start_end","Existing restrictions remain authoritative","external_reference","generated","/assets/exercises/movement-library/open-book-rotation.png","Normalized 640 × 960 PNG visually inspected: exact title, panel labels, anatomy, equipment, uncropped composition and readability checked. Supplemental illustration only."
